HR,HIP,Name,RA_hours,RA_deg,Dec,Mag
7882,101769,6Bet Del,20.625833333333333,309.3875,14.595277777777778,3.63
1178,17847,27    Tau,3.8193611111111108,57.29041666666666,24.053333333333335,3.63
4520,57363,Lam Mus,11.760111111111112,176.40166666666667,-66.7286111111111,3.64
5291,68756,11Alp Dra,14.073138888888888,211.09708333333333,64.37583333333333,3.65
7986,103227,Bet Ind,20.9135,313.7025,-58.45416666666667,3.65
1346,20205,54Gam Tau,4.329888888888888,64.94833333333332,15.627500000000001,3.65
4825,61941,29Gam Vir,12.694333333333333,190.415,-1.4494444444444445,3.65
5812,76600,40Tau Lib,15.644277777777777,234.66416666666666,-29.77777777777778,3.66
6743,88714,The Ara,18.11052777777778,271.65791666666667,-50.09166666666667,3.66
153,2920,17Zet Cas,0.6161944444444444,9.242916666666666,53.89694444444444,3.66
8812,114341,88    Aqr,23.157444444444444,347.3616666666667,-21.1725,3.66
5867,77233,28Bet Ser,15.769805555555557,236.54708333333335,15.421944444444444,3.67
3757,46733,23    UMa,9.525472222222223,142.88208333333336,63.06194444444444,3.67
3468,42828,Alp Pyx,8.726527777777777,130.89791666666665,-33.186388888888885,3.68
4826,,29Gam Vir,12.694333333333333,190.415,-1.4494444444444445,3.68
5747,75695,3Bet CrB,15.463805555555554,231.95708333333332,29.105833333333333,3.68
8278,106985,40Gam Cap,21.668194444444445,325.0229166666667,-16.66222222222222,3.68
8852,114971,6Gam Psc,23.286083333333334,349.29125,3.2822222222222224,3.69
1003,15474,16Tau4Eri,3.3252777777777776,49.87916666666666,-21.75777777777778,3.69
3884,47854,,9.754111111111111,146.31166666666667,-62.507777777777775,3.69
1552,22549,3Pi 4Ori,4.8534444444444444,72.80166666666666,5.6049999999999995,3.69
6703,87933,92Xi  Her,17.96275,269.44124999999997,29.247777777777777,3.7
1142,17499,17    Tau,3.747916666666667,56.21875,24.113333333333333,3.7
566,9007,Chi Eri,1.9326388888888888,28.989583333333332,-51.60888888888889,3.7
4518,57399,63Chi UMa,11.7675,176.5125,47.779444444444444,3.71
7602,98036,60Bet Aql,19.92188888888889,298.8283333333334,6.406666666666667,3.71
2085,28103,16Eta Lep,5.940083333333334,89.10125000000001,-14.167777777777777,3.71
5892,77622,37Eps Ser,15.846944444444444,237.70416666666668,4.477777777777778,3.71
1567,22797,8Pi 5Ori,4.904194444444445,73.56291666666668,2.4405555555555556,3.72
8130,104887,65Tau Cyg,21.24652777777778,318.6979166666667,38.04555555555555,3.72
5511,72220,109    Vir,14.770805555555556,221.56208333333333,1.8927777777777777,3.72
8079,104060,62Xi  Cyg,21.082194444444443,316.23291666666665,43.92777777777778,3.72
2077,28358,33Del Aur,5.992111111111111,89.88166666666666,54.28472222222222,3.72
539,8645,55Zet Cet,1.8576666666666668,27.865000000000002,-10.335,3.73
3080,38414,,7.870277777777778,118.05416666666667,-40.575833333333335,3.73
1084,16537,18Eps Eri,3.548833333333333,53.232499999999995,-9.458333333333332,3.73
6771,88771,72    Oph,18.1225,271.8375,9.56388888888889,3.73
1038,16083,2Xi  Tau,3.4528333333333334,51.792500000000004,9.732777777777779,3.74
8698,112961,73Lam Aqr,22.876916666666666,343.15375,-7.579722222222222,3.74
8204,105881,34Zet Cap,21.444444444444446,321.6666666666667,-22.411388888888887,3.74
8571,110991,27Del Cep,22.486194444444447,337.2929166666667,58.415277777777774,3.75
6095,80170,20Gam Her,16.365333333333336,245.48000000000005,19.153055555555554,3.75
6629,87108,62Gam Oph,17.798222222222225,266.97333333333336,2.707222222222222,3.75
6688,87585,32Xi  Dra,17.892138888888887,268.3820833333333,56.87277777777778,3.75
3614,44511,,9.06925,136.03875,-47.09777777777778,3.75
1612,23453,8Zet Aur,5.041305555555556,75.61958333333334,41.075833333333335,3.75
8430,109176,24Iot Peg,22.116861111111113,331.7529166666667,25.345,3.76
6229,82363,Eta Ara,16.82975,252.44625000000002,-59.04138888888889,3.76
1373,20455,61Del1Tau,4.38225,65.73375,17.5425,3.76
1922,26069,Bet Dor,5.560416666666667,83.40625,-62.48972222222222,3.76
8254,107089,Nu  Oct,21.69125,325.36875,-77.39,3.76
834,13268,15Eta Per,2.8449444444444447,42.67416666666667,55.89555555555555,3.76
7906,101958,9Alp Del,20.660638888888887,309.9095833333333,15.911944444444444,3.77
7950,102618,2Eps Aqr,20.794611111111113,311.9191666666667,-9.495833333333332,3.77
1135,17529,41Nu  Per,3.753222222222222,56.29833333333333,42.578611111111115,3.77
3347,41312,Bet Vol,8.428944444444443,126.43416666666666,-66.13694444444445,3.77
7217,93683,39Omi Sgr,19.078055555555554,286.1708333333333,-21.741666666666667,3.77
7328,94779,1Kap Cyg,19.28505555555556,289.27583333333337,53.368611111111115,3.77
8585,111169,7Alp Lac,22.521527777777777,337.82291666666663,50.2825,3.77
4257,53253,,10.891555555555556,163.37333333333333,-58.85333333333333,3.78
2736,34481,Gam2Vol,7.145805555555556,107.18708333333335,-70.49888888888889,3.78
2821,36046,60Iot Gem,7.428777777777778,111.43166666666667,27.798055555555557,3.79
7735,99675,31    Cyg,20.227194444444443,303.40791666666667,46.74138888888889,3.79
7420,95853,10Iot2Cyg,19.495083333333334,292.42625,51.72972222222222,3.79
2650,34088,43Zet Gem,7.068472222222222,106.02708333333332,20.57027777777778,3.79
6588,86414,85Iot Her,17.65775,264.86625,46.006388888888885,3.8
941,14668,27Kap Per,3.1582777777777777,47.37416666666667,44.85722222222223,3.8
5789,,13Del Ser,15.580027777777778,233.70041666666665,10.539166666666667,3.8
5788,76276,13Del Ser,15.580027777777778,233.70041666666665,10.5375,3.8
3888,48319,29Ups UMa,9.849833333333335,147.74750000000003,59.03861111111111,3.8
4058,,41Gam2Leo,10.332944444444443,154.99416666666664,19.840555555555554,3.8
4094,51069,42Mu  Hya,10.434833333333334,156.5225,-16.836388888888887,3.81
2035,27654,15Del Lep,5.855361111111111,87.83041666666666,-20.879166666666666,3.81
1931,26549,48Sig Ori,5.645777777777777,84.68666666666665,-2.6,3.81
3690,45688,38    Lyn,9.314083333333334,139.71125,36.802499999999995,3.82
7536,97365,7Del Sge,19.789805555555557,296.84708333333333,18.534166666666668,3.82
8961,116584,16Lam And,23.626083333333334,354.39125,46.45805555555556,3.82
4114,51232,,10.464638888888889,156.96958333333333,-58.739444444444445,3.82
1464,21393,52Ups2Eri,4.592499999999999,68.88749999999999,-30.56222222222222,3.82
6149,80883,10Lam Oph,16.51522222222222,247.7283333333333,1.983888888888889,3.82
4247,53229,46    LMi,10.888527777777778,163.32791666666668,34.215,3.83
7582,97433,63Eps Dra,19.80288888888889,297.04333333333335,70.26777777777778,3.83
5248,68245,Phi Cen,13.971194444444444,209.56791666666666,-42.100833333333334,3.83
5470,72370,Alp Aps,14.797666666666666,221.965,-79.04472222222222,3.83
6779,88794,103Omi Her,18.125722222222223,271.8858333333333,28.7625,3.83
1131,17448,38Omi Per,3.738638888888889,56.07958333333334,32.288333333333334,3.83
4434,56211,1Lam Dra,11.52338888888889,172.85083333333336,69.33111111111111,3.84
1411,20885,77The1Tau,4.47625,67.14375000000001,15.962222222222222,3.84
6895,90139,109    Her,18.394972222222222,275.9245833333333,21.76972222222222,3.84
8518,110395,48Gam Aqr,22.360944444444446,335.4141666666667,-1.3872222222222221,3.84
3571,43783,,8.917444444444444,133.76166666666666,-60.64472222222222,3.84
5849,76952,8Gam CrB,15.712388888888889,235.68583333333333,26.295555555555556,3.84
4167,51986,,10.621694444444445,159.32541666666668,-48.225833333333334,3.84
3445,42570,,8.67711111111111,130.15666666666664,-46.64888888888889,3.84
6973,91117,Alp Sct,18.586777777777776,278.8016666666666,-8.244166666666667,3.85
6030,79664,Del TrA,16.257305555555554,243.85958333333332,-63.68555555555555,3.85
4133,51624,47Rho Leo,10.546861111111111,158.20291666666668,9.306666666666667,3.85
2296,30277,Del Col,6.368555555555555,95.52833333333332,-33.436388888888885,3.85
2020,27321,Bet Pic,5.788083333333333,86.82124999999999,-51.06638888888889,3.85
4023,50191,,10.24561111111111,153.68416666666664,-42.121944444444445,3.85
1175,17440,Bet Ret,3.736666666666667,56.050000000000004,-64.80694444444444,3.85
5933,78072,41Gam Ser,15.940888888888889,239.11333333333334,15.661666666666667,3.85
2749,35037,28Ome CMa,7.246861111111111,108.70291666666667,-26.772777777777776,3.85
4802,61622,Tau Cen,12.628388888888889,189.42583333333334,-48.54111111111111,3.86
6695,87808,91The Her,17.937555555555555,269.06333333333333,37.25055555555556,3.86
1326,19747,Alp Hor,4.233361111111111,63.500416666666666,-42.294444444444444,3.86
6812,89341,13Mu  Sgr,18.229388888888888,273.44083333333333,-21.05888888888889,3.86
1149,17573,20    Tau,3.763777777777778,56.45666666666667,24.36777777777778,3.87
1481,21594,53    Eri,4.636333333333333,69.54499999999999,-14.30388888888889,3.87
4773,61199,Gam Mus,12.54111111111111,188.11666666666665,-72.13305555555554,3.87
5249,68282,Ups1Cen,13.978,209.67,-44.80361111111111,3.87
4787,61281,5Kap Dra,12.558055555555557,188.37083333333334,69.78833333333333,3.87
963,14879,Alp For,3.2011944444444445,48.017916666666665,-28.986944444444447,3.87
269,4436,37Mu  And,0.9458888888888889,14.188333333333333,38.49944444444444,3.87
1862,25859,Eps Col,5.520194444444444,82.80291666666666,-35.470555555555556,3.87
5646,74376,Kap1Lup,15.198916666666667,227.98375000000001,-48.73777777777778,3.87
2580,33152,16Omi1CMa,6.9021944444444445,103.53291666666667,-24.183888888888887,3.87
5089,65936,,13.517416666666668,202.76125000000002,-39.4075,3.88
3905,48455,24Mu  Leo,9.87938888888889,148.19083333333336,26.006944444444443,3.88
5928,78104,5Rho Sco,15.948083333333333,239.22125,-29.214166666666667,3.88
3665,45336,22The Hya,9.239416666666665,138.59124999999997,2.3141666666666665,3.88
5487,71957,107Mu  Vir,14.717666666666666,220.765,-5.658333333333334,3.88
25,765,Eps Phe,0.15686111111111112,2.3529166666666668,-45.7475,3.88
4390,55425,Pi  Cen,11.350111111111111,170.25166666666667,-54.49111111111111,3.89
874,13701,3Eta Eri,2.9404722222222226,44.107083333333335,-8.898055555555555,3.89
7615,98110,21Eta Cyg,19.938444444444446,299.0766666666667,35.083333333333336,3.89
4689,60129,15Eta Vir,12.331777777777777,184.97666666666666,-0.6669444444444445,3.89
6102,81065,Gam Aps,16.5575,248.3625,-78.89722222222223,3.89
6092,79992,22Tau Her,16.329,244.935,46.31333333333333,3.89
7570,97804,55Eta Aql,19.874555555555556,298.11833333333334,1.0055555555555555,3.9
3314,41307,,8.427666666666665,126.41499999999998,-3.906388888888889,3.9
8820,114421,Iot Gru,23.172666666666668,347.59000000000003,-45.24666666666667,3.9
3845,47431,35Iot Hya,9.664277777777778,144.96416666666667,-1.1427777777777777,3.91
3487,43023,,8.76713888888889,131.50708333333336,-46.041666666666664,3.91
4743,60823,Sig Cen,12.467333333333334,187.01000000000002,-50.230555555555554,3.91
1251,18907,38Nu  Tau,4.052611111111111,60.78916666666667,5.989166666666667,3.91
5787,76333,38Gam Lib,15.592111111111112,233.8816666666667,-14.789444444444444,3.91
4337,54463,,11.143166666666666,167.14749999999998,-58.975,3.91
6324,83207,58Eps Her,17.004833333333334,255.07250000000002,30.92638888888889,3.92
8131,104987,8Alp Equ,21.26372222222222,318.9558333333333,5.247777777777777,3.92
338,5348,Zet Phe,1.13975,17.09625,-55.24583333333334,3.92
7340,95168,44Rho1Sgr,19.361222222222224,290.41833333333335,-17.84722222222222,3.93
2970,37447,26Alp Mon,7.687444444444445,115.31166666666667,-9.551111111111112,3.93
1463,21444,48Nu  Eri,4.605305555555555,69.07958333333332,-3.3525,3.93
8028,103413,58Nu  Cyg,20.95288888888889,314.29333333333335,41.16722222222222,3.94
100,2072,Kap Phe,0.43672222222222223,6.550833333333333,-43.68,3.94
4399,55642,78Iot Leo,11.39875,170.98125,10.529166666666667,3.94
3461,42911,47Del Cnc,8.74475,131.17125,18.154166666666665,3.94
5055,,79Zet UMa,13.399,200.98499999999999,54.92166666666667,3.95
3024,37504,Zet Vol,7.697,115.455,-72.6061111111111,3.95
2429,31592,7Nu 2CMa,6.6113888888888885,99.17083333333333,-19.25583333333333,3.95
854,13531,18Tau Per,2.9043055555555553,43.56458333333333,52.7625,3.95
8667,112440,47Lam Peg,22.77552777777778,341.6329166666667,23.565555555555555,3.95
440,7083,Del Phe,1.520861111111111,22.812916666666666,-49.07277777777778,3.95
5883,77634,5Chi Lup,15.849305555555556,237.73958333333334,-33.62722222222222,3.95
7590,98495,Eps Pav,20.00986111111111,300.1479166666667,-72.91055555555556,3.96
1393,20535,43    Eri,4.400611111111111,66.00916666666666,-34.01694444444444,3.96
5993,78933,9Ome1Sco,16.113444444444447,241.7016666666667,-20.66916666666667,3.96
2120,28328,Eta Col,5.985777777777778,89.78666666666666,-42.81527777777777,3.96
2538,32759,13Kap CMa,6.830694444444444,102.46041666666666,-32.50861111111111,3.96
2996,37677,3    Pup,7.730138888888889,115.95208333333333,-28.954722222222223,3.96
4638,59449,Rho Cen,12.194194444444445,182.9129166666667,-52.368611111111115,3.96
8892,115438,98    Aqr,23.382833333333334,350.7425,-20.100555555555555,3.97
6714,88192,67    Oph,18.01075,270.16125,2.9316666666666666,3.97
8556,110997,Del1Gru,22.487833333333334,337.3175,-43.495555555555555,3.97
7348,95347,Alp Sgr,19.39811111111111,290.97166666666664,-40.61611111111111,3.97
3663,45101,,9.187944444444444,137.81916666666666,-62.31722222222223,3.97
3579,44248,,9.010666666666667,135.16,41.782777777777774,3.97
2012,27673,32Nu  Aur,5.8581666666666665,87.8725,39.14861111111111,3.97
3438,42515,Bet Pyx,8.668388888888888,130.0258333333333,-35.30833333333333,3.97
7751,99848,32    Cyg,20.25786111111111,303.8679166666667,47.714444444444446,3.98
2227,29651,5Gam Mon,6.247583333333333,93.71374999999999,-6.2747222222222225,3.98
2803,35228,Del Vol,7.2805,109.2075,-67.95722222222223,3.98
580,9598,50    Cas,2.05725,30.858749999999997,72.4213888888889,3.98
8848,114996,Gam Tuc,23.2905,349.3575,-58.23583333333333,3.99
585,9347,59Ups Cet,2.0000833333333334,30.001250000000002,-21.07777777777778,4.0
4102,50954,,10.406583333333334,156.09875,-74.03166666666667,4.0
868,,,2.8980277777777776,43.470416666666665,-49.890277777777776,4.0
3615,44382,Alp Vol,9.040777777777778,135.61166666666668,-66.39611111111111,4.0
5471,71865,,14.699333333333334,220.49,-37.79361111111111,4.0
5062,65477,80    UMa,13.420416666666666,201.30625,54.988055555555555,4.01
6982,91792,Zet Pav,18.71725,280.75875,-71.42805555555556,4.01
6027,79374,14Nu  Sco,16.199916666666667,242.99875,-19.460555555555555,4.01
664,10670,9Gam Tri,2.2885833333333334,34.32875,33.84722222222222,4.01
8679,112716,71Tau2Aqr,22.826527777777777,342.3979166666667,-13.592500000000001,4.01
7337,95241,Bet1Sgr,19.377305555555555,290.65958333333333,-44.45888888888889,4.01
5986,78527,13The Dra,16.03147222222222,240.4720833333333,58.56527777777777,4.01
9072,118268,28Ome Psc,23.98852777777778,359.8279166666667,6.863333333333333,4.01
3518,43409,Gam Pyx,8.842194444444445,132.6329166666667,-27.71,4.01
7834,101076,41    Cyg,20.489916666666666,307.34875,30.36861111111111,4.01
8597,111497,62Eta Aqr,22.589277777777777,338.83916666666664,-0.11750000000000001,4.02
3475,43103,48Iot Cnc,8.77827777777778,131.67416666666668,28.76,4.02
4623,59199,1Alp Crv,12.140222222222222,182.10333333333332,-24.728888888888886,4.02
8252,106481,73Rho Cyg,21.56636111111111,323.49541666666664,45.591944444444444,4.02
7176,93244,13Eps Aql,18.993722222222225,284.90583333333336,15.068333333333333,4.02
1520,22109,57Mu  Eri,4.758361111111111,71.37541666666667,-3.254722222222222,4.02
7193,93429,12    Aql,19.028,285.41999999999996,-5.738888888888889,4.02
6072,80000,Gam2Nor,16.330666666666666,244.95999999999998,-50.15555555555555,4.02
4517,57380,3Nu  Vir,11.764333333333333,176.465,6.529444444444445,4.03
1603,23522,10Bet Cam,5.056972222222222,75.85458333333332,60.44222222222222,4.03
7852,101421,2Eps Del,20.553555555555555,308.30333333333334,11.303333333333335,4.03
6752,88601,70    Oph,18.090916666666665,271.36375,2.4994444444444444,4.03
4898,63003,Mu 1Cru,12.90988888888889,193.64833333333334,-57.17777777777778,4.03
7157,92862,13    Lyr,18.922250000000002,283.83375,43.94611111111111,4.04
4679,60009,Zet Cru,12.307250000000002,184.60875000000001,-64.00305555555556,4.04
1228,18614,46Xi  Per,3.9827500000000002,59.74125,35.79111111111111,4.04
1273,19343,48    Per,4.144361111111111,62.16541666666667,47.712500000000006,4.04
1298,19587,38Omi1Eri,4.19775,62.96625,-6.8374999999999995,4.04
5626,74117,Lam Lup,15.147388888888889,227.21083333333334,-45.27972222222222,4.05
5404,70497,23The Boo,14.419944444444443,216.29916666666665,51.850833333333334,4.05
5453,71536,Rho Lup,14.631444444444444,219.47166666666666,-49.42583333333333,4.05
4386,55434,77Sig Leo,11.352277777777777,170.28416666666666,6.029444444444445,4.05
5485,72010,,14.727611111111111,220.91416666666666,-35.17361111111111,4.05
5367,70090,Psi Cen,14.342611111111111,215.13916666666665,-37.88527777777778,4.05
937,14632,Iot Per,3.151111111111111,47.266666666666666,49.61333333333334,4.05
6295,83153,Eps1Ara,16.993083333333335,254.89625,-53.160555555555554,4.06
2905,36962,69Ups Gem,7.598694444444444,113.98041666666666,26.895833333333332,4.06
215,3693,34Zet And,0.7889722222222222,11.834583333333333,24.26722222222222,4.06
5200,67459,5Ups Boo,13.82461111111111,207.36916666666667,15.797777777777778,4.07
3477,42884,,8.739999999999998,131.09999999999997,-42.649166666666666,4.07
779,12387,82Del Cet,2.6580555555555554,39.87083333333333,0.3286111111111111,4.07
1580,22957,9Omi2Ori,4.939527777777778,74.09291666666667,13.514444444444445,4.07
496,8068,Phi Per,1.7276666666666667,25.915,50.68861111111111,4.07
5670,74824,Bet Cir,15.291888888888888,229.37833333333333,-58.801111111111105,4.07
8075,104139,23The Cap,21.09911111111111,316.4866666666667,-17.232777777777777,4.07
3318,40702,Alp Cha,8.30877777777778,124.63166666666669,-76.91972222222223,4.07
2574,33160,14The CMa,6.903166666666667,103.54750000000001,-12.038611111111111,4.07
8316,107259,Mu  Cep,21.725111111111108,325.8766666666666,58.78,4.08
3825,46974,,9.574083333333332,143.61124999999998,-59.22944444444445,4.08
5338,69701,99Iot Vir,14.266916666666667,214.00375,-6.000555555555556,4.08
4405,55705,15Gam Crt,11.414694444444445,171.22041666666667,-17.683888888888887,4.08
4287,53740,7Alp Crt,10.99625,164.94375,-18.29888888888889,4.08
8173,105502,1    Peg,21.368111111111112,320.5216666666667,19.804444444444446,4.08
458,7513,50Ups And,1.6132777777777778,24.199166666666667,41.40555555555555,4.09
705,11001,Del Hyi,2.3624722222222223,35.437083333333334,-68.65944444444445,4.09
1907,26366,40Phi2Ori,5.615083333333333,84.22625,9.290555555555555,4.09
5879,77450,35Kap Ser,15.812333333333335,237.18500000000003,18.141666666666666,4.09
919,14146,11Tau3Eri,3.039861111111111,45.59791666666667,-23.624444444444446,4.09
794,12486,Iot Eri,2.6777777777777776,40.166666666666664,-39.855555555555554,4.11
1066,16369,5    Tau,3.5145555555555554,52.718333333333334,12.936666666666667,4.11
8560,111043,Del2Gru,22.495972222222225,337.43958333333336,-43.74944444444444,4.11
806,12394,Eps Hyi,2.6598333333333333,39.8975,-68.26694444444445,4.11
4671,59929,Eps Mus,12.292805555555555,184.39208333333332,-67.96083333333334,4.11
4522,,,11.775222222222222,176.62833333333333,-61.17833333333333,4.11
7254,94114,Alp CrA,19.15786111111111,287.36791666666664,-37.904444444444444,4.11
4174,51839,Gam Cha,10.591138888888889,158.86708333333334,-78.60777777777777,4.11
5771,76440,Eps TrA,15.612,234.18,-66.31694444444445,4.11
7259,94160,Bet CrA,19.16713888888889,287.50708333333336,-39.340833333333336,4.11
7980,102978,18Ome Cap,20.863694444444445,312.9554166666667,-26.91916666666667,4.11
3055,38164,,7.8206388888888885,117.30958333333332,-46.373333333333335,4.11
4608,58948,9Omi Vir,12.086805555555555,181.30208333333334,8.733055555555556,4.12
799,12777,13The Per,2.736666666666667,41.050000000000004,49.22833333333333,4.12
2657,34045,23Gam CMa,7.0626388888888885,105.93958333333333,-15.633333333333333,4.12
8747,113638,Zet Gru,23.014666666666667,345.22,-52.75416666666667,4.12
2124,28614,61Mu  Ori,6.039722222222222,90.59583333333333,9.647499999999999,4.12
3903,48356,39Ups1Hya,9.857972222222221,147.8695833333333,-14.846666666666668,4.12
7581,98032,Iot Sgr,19.92102777777778,298.8154166666667,-41.86833333333333,4.13
8969,116771,17Iot Psc,23.66583333333333,354.98749999999995,5.626388888888889,4.13
6905,90568,Zet Tel,18.480527777777777,277.2079166666667,-49.07083333333334,4.13
8498,109937,1    Lac,22.266166666666667,333.9925,37.74888888888889,4.13
8315,107354,10Kap Peg,21.744083333333336,326.16125000000005,25.645,4.13
1303,19812,51Mu  Per,4.248305555555556,63.724583333333335,48.409444444444446,4.14
8976,116805,19Kap And,23.673472222222223,355.1020833333333,44.33388888888889,4.14
1784,25247,29    Ori,5.399111111111112,80.98666666666668,-7.808055555555556,4.14
3426,42312,,8.627416666666667,129.41125,-42.98916666666667,4.14
7936,102485,16Psi Cap,20.76825,311.52374999999995,-25.270833333333332,4.14
5778,76127,4The CrB,15.548833333333333,233.2325,31.359166666666667,4.14
5908,77853,46The Lib,15.897083333333333,238.45624999999998,-16.729444444444443,4.15
5947,78159,13Eps CrB,15.959805555555555,239.3970833333333,26.87777777777778,4.15
8630,112405,Bet Oct,22.76758333333333,341.51374999999996,-81.38166666666666,4.15
4616,59072,Eta Cru,12.114694444444444,181.72041666666667,-64.61361111111111,4.15
2343,30883,18Nu  Gem,6.482722222222223,97.24083333333334,20.21222222222222,4.15
2714,34769,22Del Mon,7.19775,107.96625,-0.49277777777777776,4.15
8499,110003,43The Aqr,22.280555555555555,334.2083333333333,-7.783333333333333,4.16
130,2599,15Kap Cas,0.55,8.25,62.931666666666665,4.16
6166,81304,,16.606250000000003,249.09375000000006,-35.25555555555555,4.16
3410,42313,4Del Hya,8.627611111111111,129.41416666666666,5.703611111111111,4.16
2134,28734,1    Gem,6.068666666666666,91.02999999999999,23.263333333333332,4.16
8628,111954,18Eps PsA,22.677611111111112,340.1641666666667,-27.04361111111111,4.17
1195,17874,,3.8242499999999997,57.363749999999996,-36.20027777777778,4.17
6486,85340,44    Oph,17.4395,261.5925,-24.17527777777778,4.17
1156,17608,23    Tau,3.772111111111111,56.58166666666667,23.948333333333334,4.18
5351,69732,19Lam Boo,14.273055555555556,214.09583333333336,46.08833333333334,4.18
2852,36366,62Rho Gem,7.485194444444445,112.27791666666667,31.784444444444446,4.18
5315,69427,98Kap Vir,14.214944444444443,213.22416666666663,-10.273611111111112,4.19
8494,109857,23Eps Cep,22.250555555555554,333.7583333333333,57.04361111111111,4.19
7061,92043,110    Her,18.761027777777777,281.41541666666666,20.54638888888889,4.19
8665,112447,46Xi  Peg,22.778222222222222,341.67333333333335,12.172777777777776,4.19
5192,67457,2    Cen,13.824083333333332,207.36124999999998,-34.450833333333335,4.19
6168,81126,35Sig Her,16.56838888888889,248.52583333333337,42.43694444444444,4.2
3102,38835,11    Pup,7.947638888888889,119.21458333333334,-22.88,4.2
1839,25813,32    Ori,5.513083333333333,82.69625,5.948055555555555,4.2
8720,113246,23Del PsA,22.932472222222223,343.9870833333334,-32.53972222222222,4.21
1035,,,3.484472222222222,52.26708333333333,59.94027777777777,4.21
8841,114855,91Psi1Aqr,23.26486111111111,348.97291666666666,-9.087777777777779,4.21
1949,,50Zet Ori,5.679333333333334,85.19000000000001,-1.9427777777777777,4.21
4100,51233,31Bet LMi,10.464722222222221,156.9708333333333,36.70722222222223,4.21
8834,114724,90Phi Aqr,23.238722222222222,348.5808333333333,-6.0488888888888885,4.22
6920,89908,43Phi Dra,18.345972222222223,275.18958333333336,71.33777777777777,4.22
7850,101093,2The Cep,20.49302777777778,307.3954166666667,62.994166666666665,4.22
7942,102453,52    Cyg,20.761027777777777,311.41541666666666,30.71972222222222,4.22
8181,105858,Gam Pav,21.440722222222224,321.61083333333335,-65.36611111111111,4.22
1387,20635,65Kap1Tau,4.422805555555556,66.34208333333333,22.29388888888889,4.22
7074,92609,Lam Pav,18.87027777777778,283.0541666666667,-62.1875,4.22
7063,92175,Bet Sct,18.786250000000003,281.79375000000005,-4.747777777777777,4.22
8143,105102,67Sig Cyg,21.290277777777778,319.3541666666667,39.39472222222222,4.23
6322,82080,22Eps UMi,16.76613888888889,251.49208333333334,82.03722222222223,4.23
5168,67153,1    Cen,13.761444444444445,206.42166666666668,-33.04388888888889,4.23
1087,16826,37Psi Per,3.608166666666667,54.1225,48.19277777777778,4.23
5987,78918,The Lup,16.109861111111112,241.64791666666667,-36.80222222222222,4.23
77,1599,Zet Tuc,0.33452777777777776,5.017916666666666,-64.87472222222222,4.23
1173,17651,27Tau6Eri,3.7808055555555553,56.71208333333333,-23.249722222222225,4.23
8335,107533,81Pi 2Cyg,21.779888888888888,326.6983333333333,49.309444444444445,4.23
840,13254,16    Per,2.8430833333333334,42.64625,38.31861111111112,4.23
6143,80911,,16.523027777777777,247.84541666666667,-34.70444444444445,4.23
7564,97629,Chi Cyg,19.84275,297.64124999999996,32.91416666666667,4.23
7747,100027,5Alp1Cap,20.29413888888889,304.4120833333334,-12.508333333333333,4.24
3090,38518,,7.888388888888889,118.32583333333334,-48.10305555555556,4.24
6163,81852,Bet Aps,16.71794444444444,250.76916666666662,-77.5175,4.24
285,5372,,1.14575,17.18625,86.25694444444444,4.25
811,12770,89Pi  Cet,2.735388888888889,41.030833333333334,-13.858611111111111,4.25
335,5434,42Phi And,1.1583888888888887,17.37583333333333,47.24194444444444,4.25
5430,70692,5    UMi,14.458749999999998,216.88124999999997,75.69611111111111,4.25
1338,19893,Gam Dor,4.267111111111111,64.00666666666667,-51.486666666666665,4.25
721,11407,Kap Eri,2.4497500000000003,36.74625,-47.70388888888889,4.25
1458,21402,88    Tau,4.59425,68.91375,10.160833333333334,4.25
1454,21476,58    Per,4.6114999999999995,69.17249999999999,41.264722222222225,4.25
4104,51172,Alp Ant,10.452527777777776,156.78791666666663,-31.067777777777778,4.25
3572,44066,65Alp Cnc,8.974777777777778,134.62166666666667,11.857777777777777,4.25
3275,41075,31    Lyn,8.380583333333334,125.70875000000001,43.18805555555555,4.25
6023,79101,11Phi Her,16.146166666666666,242.1925,44.934999999999995,4.26
6581,86565,56Omi Ser,17.69025,265.35375,-12.875277777777779,4.26
4785,61317,8Bet CVn,12.562361111111112,188.4354166666667,41.3575,4.26
4983,64394,43Bet Com,13.197888888888889,197.96833333333333,27.878055555555555,4.26
5264,68520,93Tau Vir,14.027444444444445,210.41166666666666,1.5444444444444443,4.26
4674,60000,Bet Cha,12.305750000000002,184.58625000000004,-79.31222222222222,4.26
510,8198,110Omi Psc,1.7565555555555556,26.348333333333336,9.157777777777778,4.26
2091,28404,35Pi  Aur,5.998916666666667,89.98375,45.93694444444444,4.26
3206,,Gam1Vel,8.158138888888889,122.37208333333334,-47.34583333333334,4.27
4889,62896,,12.890611111111111,193.35916666666668,-40.178888888888885,4.27
1008,15510,,3.3321388888888888,49.98208333333333,-43.069722222222225,4.27
1473,21589,90    Tau,4.635972222222222,69.53958333333333,12.510833333333334,4.27
7948,102532,12Gam2Del,20.777638888888887,311.6645833333333,16.124166666666667,4.27
1679,23972,69Lam Eri,5.152444444444445,77.28666666666668,-8.754166666666666,4.27
4942,64004,Xi 2Cen,13.115166666666667,196.72750000000002,-49.90611111111111,4.27
5683,74911,Mu  Lup,15.30888888888889,229.63333333333333,-47.875,4.27
8418,109139,33Iot Aqr,22.107277777777778,331.6091666666667,-13.869722222222222,4.27
